InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month,Year,HighValueCustomer
559816,22662,LUNCH BAG DOLLY GIRL DESIGN,1,12/07/2011 16:11,4.13,Unknown,United Kingdom,4.13,7,2011,No
553173,22970,LONDON BUS COFFEE MUG,6,13/05/2011 17:34,2.55,17400,United Kingdom,15.3,5,2011,No
562369,84406B,CREAM CUPID HEARTS COAT HANGER,32,04/08/2011 14:12,3.75,17584,United Kingdom,120,8,2011,No
557956,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,23/06/2011 19:20,1.45,18283,United Kingdom,2.9,6,2011,No
555277,23199,JUMBO BAG APPLES,2,01/06/2011 17:30,4.13,Unknown,United Kingdom,8.26,6,2011,No
580958,23461,SWEETHEART BIRD HOUSE,1,06/12/2011 14:30,4.15,17266,United Kingdom,4.15,12,2011,No
573029,22748,POPPY'S PLAYHOUSE KITCHEN,2,27/10/2011 13:33,2.1,14971,United Kingdom,4.2,10,2011,No
573112,21790,VINTAGE SNAP CARDS,24,27/10/2011 15:33,0.85,16416,United Kingdom,20.4,10,2011,No
574298,17084N,FAIRY DREAMS INCENSE ,1,03/11/2011 15:56,0.42,Unknown,United Kingdom,0.42,11,2011,No
566264,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,11/09/2011 13:07,1.65,14606,United Kingdom,4.95,9,2011,No
575046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,08/11/2011 12:09,2.55,15039,United Kingdom,81.6,11,2011,No
575734,85099F,JUMBO BAG STRAWBERRY,10,11/11/2011 08:39,2.08,12384,Switzerland,20.8,11,2011,No
578011,22585,PACK OF 6 BIRDY GIFT TAGS,24,22/11/2011 12:52,1.25,15150,United Kingdom,30,11,2011,No
541423,22280,POCKET BAG PINK PAISELY BROWN SPOT,4,17/01/2011 17:54,0.83,Unknown,United Kingdom,3.32,1,2011,No
560773,21900,"KEY FOB , SHED",1,20/07/2011 16:17,1.63,Unknown,United Kingdom,1.63,7,2011,No
570984,23026,DRAWER KNOB VINTAGE GLASS STAR,6,13/10/2011 11:58,2.08,17279,United Kingdom,12.48,10,2011,No
567288,22750,FELTCRAFT PRINCESS LOLA DOLL,1,19/09/2011 11:49,3.75,16906,United Kingdom,3.75,9,2011,No
541103,22703,PINK CAT BOWL,6,13/01/2011 14:24,2.1,14215,United Kingdom,12.6,1,2011,No
579100,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,28/11/2011 11:27,3.25,13004,United Kingdom,19.5,11,2011,No
546667,22978,PANTRY ROLLING PIN,6,15/03/2011 15:31,3.75,14735,United Kingdom,22.5,3,2011,No
541421,90134,OLD ROSE COMBO BEAD NECKLACE,1,17/01/2011 17:44,2.9,Unknown,United Kingdom,2.9,1,2011,No
581020,23247,BISCUIT TIN 50'S CHRISTMAS,36,07/12/2011 10:12,2.49,17511,United Kingdom,89.64,12,2011,No
568668,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,28/09/2011 13:00,3.75,15750,United Kingdom,3.75,9,2011,No
541518,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,19/01/2011 09:05,2.95,12451,Switzerland,35.4,1,2011,No
548330,22382,LUNCH BAG SPACEBOY DESIGN ,2,30/03/2011 13:26,1.65,14810,United Kingdom,3.3,3,2011,No
579787,20713,JUMBO BAG OWLS,3,30/11/2011 15:33,4.13,Unknown,United Kingdom,12.39,11,2011,No
570488,23229,VINTAGE DONKEY TAIL GAME ,1,10/10/2011 17:12,7.46,14096,United Kingdom,7.46,10,2011,No
579444,22492,MINI PAINT SET VINTAGE ,36,29/11/2011 13:40,0.65,13999,United Kingdom,23.4,11,2011,No
578943,82583,HOT BATHS METAL SIGN,12,27/11/2011 13:35,2.1,15009,United Kingdom,25.2,11,2011,No
577089,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,17/11/2011 15:59,1.25,12841,United Kingdom,15,11,2011,No
544037,22668,PINK BABY BUNTING,5,15/02/2011 11:31,2.95,14961,United Kingdom,14.75,2,2011,No
550329,22585,PACK OF 6 BIRDY GIFT TAGS,12,17/04/2011 13:20,1.25,13951,United Kingdom,15,4,2011,No
543653,22631,CIRCUS PARADE LUNCH BOX ,2,11/02/2011 10:26,1.95,14796,United Kingdom,3.9,2,2011,No
558194,21466,RED FLOWER CROCHET FOOD COVER,1,27/06/2011 12:28,3.75,14583,United Kingdom,3.75,6,2011,No
540551,22263,FELT EGG COSY LADYBIRD ,4,10/01/2011 09:43,0.81,Unknown,United Kingdom,3.24,1,2011,No
550474,22349,DOG BOWL CHASING BALL DESIGN,2,18/04/2011 13:58,7.46,Unknown,United Kingdom,14.92,4,2011,No
545696,82494L,WOODEN FRAME ANTIQUE WHITE ,4,06/03/2011 14:21,2.95,15696,United Kingdom,11.8,3,2011,No
579832,21174,POTTERING IN THE SHED METAL SIGN,12,30/11/2011 15:58,2.08,17434,United Kingdom,24.96,11,2011,No
568908,22083,PAPER CHAIN KIT RETROSPOT,6,29/09/2011 13:38,2.95,16653,United Kingdom,17.7,9,2011,No
542662,20727,LUNCH BAG  BLACK SKULL.,10,31/01/2011 12:10,1.65,18145,United Kingdom,16.5,1,2011,No
548796,16238,PARTY TIME PENCIL ERASERS,28,04/04/2011 12:42,0.21,15752,United Kingdom,5.88,4,2011,No
542269,22783,SET 3 WICKER OVAL BASKETS W LIDS,2,27/01/2011 09:33,19.95,14442,Channel Islands,39.9,1,2011,No
568400,23058,CHRISTMAS HANGING SNOWFLAKE,12,27/09/2011 10:27,0.79,13644,United Kingdom,9.48,9,2011,No
556917,23242,TREASURE TIN BUFFALO BILL ,144,15/06/2011 13:37,1.85,12415,Australia,266.4,6,2011,No
561650,23013,GLASS APOTHECARY BOTTLE TONIC,4,28/07/2011 15:31,3.95,15329,United Kingdom,15.8,7,2011,No
578347,23351,ROLL WRAP 50'S CHRISTMAS,8,24/11/2011 09:26,2.46,Unknown,United Kingdom,19.68,11,2011,No
578369,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,24/11/2011 11:10,1.25,14698,United Kingdom,15,11,2011,No
572047,21181,PLEASE ONE PERSON METAL SIGN,2,20/10/2011 12:13,2.1,16474,United Kingdom,4.2,10,2011,No
580520,23281,FOLDING BUTTERFLY MIRROR RED  ,2,04/12/2011 14:55,0.83,13521,United Kingdom,1.66,12,2011,No
536837,21499,BLUE POLKADOT WRAP,25,02/12/2010 18:15,0.42,14395,United Kingdom,10.5,12,2010,No
543804,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,13/02/2011 12:17,3.95,16434,United Kingdom,11.85,2,2011,No
567668,22809,SET OF 6 T-LIGHTS SANTA,1,21/09/2011 15:29,5.79,Unknown,United Kingdom,5.79,9,2011,No
553879,22898,CHILDRENS APRON APPLES DESIGN,8,19/05/2011 15:15,1.95,15791,United Kingdom,15.6,5,2011,No
539708,35924,HANGING FAIRY CAKE DECORATION,1,21/12/2010 12:18,4.21,Unknown,United Kingdom,4.21,12,2010,No
578067,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,22/11/2011 15:43,4.96,Unknown,United Kingdom,4.96,11,2011,No
551262,21922,UNION STRIPE WITH FRINGE  HAMMOCK,5,27/04/2011 12:05,7.95,14527,United Kingdom,39.75,4,2011,No
578038,23156,SET OF 5 MINI GROCERY MAGNETS,12,22/11/2011 14:10,2.08,14251,United Kingdom,24.96,11,2011,No
558714,51014L,"FEATHER PEN,LIGHT PINK",12,01/07/2011 13:17,0.39,17888,United Kingdom,4.68,7,2011,No
562893,23252,VINTAGE RED ENAMEL TRIM JUG ,4,10/08/2011 12:25,3.75,17442,United Kingdom,15,8,2011,No
576059,85099B,JUMBO BAG RED RETROSPOT,1,13/11/2011 15:19,2.08,15411,United Kingdom,2.08,11,2011,No
543816,47422,ASSORTED MONKEY SUCTION CUP HOOK,12,13/02/2011 15:26,0.42,17841,United Kingdom,5.04,2,2011,No
542534,21621,VINTAGE UNION JACK BUNTING,2,28/01/2011 13:27,8.5,13707,United Kingdom,17,1,2011,No
541827,16225,RATTLE SNAKE EGGS,1,21/01/2011 17:05,0.83,Unknown,United Kingdom,0.83,1,2011,No
553181,23301,GARDENERS KNEELING PAD KEEP CALM ,12,15/05/2011 11:43,1.65,16168,United Kingdom,19.8,5,2011,No
568166,23119,PACK OF 6 LARGE FRUIT STRAWS ,2,25/09/2011 12:45,0.62,14800,United Kingdom,1.24,9,2011,No
571747,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,19/10/2011 10:59,2.08,13849,United Kingdom,20.8,10,2011,No
561969,22197,POPCORN HOLDER,8,01/08/2011 13:31,0.85,17757,United Kingdom,6.8,8,2011,No
540178,21881,CUTE CATS TAPE,24,05/01/2011 12:42,0.19,12681,France,4.56,1,2011,No
576910,48188,DOORMAT WELCOME PUPPIES,6,17/11/2011 09:51,8.25,12477,Germany,49.5,11,2011,No
542893,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,01/02/2011 13:36,1.25,18202,United Kingdom,15,2,2011,No
560359,23208,LUNCH BAG VINTAGE LEAF DESIGN,4,18/07/2011 11:47,1.65,14159,United Kingdom,6.6,7,2011,No
560251,22491,PACK OF 12 COLOURED PENCILS,3,17/07/2011 12:32,0.85,17774,United Kingdom,2.55,7,2011,No
558904,21465,PINK FLOWER CROCHET FOOD COVER,4,04/07/2011 16:18,3.29,Unknown,United Kingdom,13.16,7,2011,No
559816,84251B,"GREETING CARD, STICKY GORDON",2,12/07/2011 16:11,0.42,Unknown,United Kingdom,0.84,7,2011,No
564755,22999,TRAVEL CARD WALLET VINTAGE LEAF,1,30/08/2011 10:31,0.83,Unknown,United Kingdom,0.83,8,2011,No
550298,21738,COSY SLIPPER SHOES SMALL  RED ,1,15/04/2011 16:11,2.95,17346,United Kingdom,2.95,4,2011,No
549552,22084,PAPER CHAIN KIT EMPIRE,2,10/04/2011 11:58,2.95,13508,United Kingdom,5.9,4,2011,No
555312,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,02/06/2011 10:39,0.65,16484,United Kingdom,10.4,6,2011,No
569246,22600,CHRISTMAS RETROSPOT STAR WOOD,1,03/10/2011 09:57,1.63,14096,United Kingdom,1.63,10,2011,No
541221,22356,CHARLOTTE BAG PINK POLKADOT,29,14/01/2011 14:28,2.46,Unknown,United Kingdom,71.34,1,2011,No
538519,21931,JUMBO STORAGE BAG SUKI,1,12/12/2010 16:20,1.95,18037,United Kingdom,1.95,12,2010,No
537077,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,05/12/2010 11:59,0.55,17062,United Kingdom,3.3,12,2010,No
571909,23395,BELLE JARDINIERE CUSHION COVER,2,19/10/2011 15:08,3.75,15006,United Kingdom,7.5,10,2011,No
576617,22196,SMALL HEART MEASURING SPOONS,4,15/11/2011 16:57,1.63,Unknown,United Kingdom,6.52,11,2011,No
570660,84843,WHITE SOAP RACK WITH 2 BOTTLES,18,11/10/2011 14:18,5.95,14866,United Kingdom,107.1,10,2011,No
579501,22589,CARDHOLDER GINGHAM STAR,6,29/11/2011 16:16,2.49,14088,United Kingdom,14.94,11,2011,No
576906,22386,JUMBO BAG PINK POLKADOT,10,17/11/2011 09:33,2.08,18225,United Kingdom,20.8,11,2011,No
536982,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,03/12/2010 14:27,2.51,Unknown,United Kingdom,5.02,12,2010,No
540489,21754,HOME BUILDING BLOCK WORD,2,07/01/2011 16:32,5.95,13593,United Kingdom,11.9,1,2011,No
560992,85061W,WHITE JEWELLED HEART DECORATION,24,22/07/2011 13:31,0.85,18161,United Kingdom,20.4,7,2011,No
571205,79403,FROSTED WHITE BASE ,12,14/10/2011 12:41,0.85,15620,United Kingdom,10.2,10,2011,No
550470,37342,POLKADOT COFFEE CUP & SAUCER PINK,4,18/04/2011 13:49,2.46,Unknown,United Kingdom,9.84,4,2011,No
544776,35970,ZINC FOLKART SLEIGH BELLS,1,23/02/2011 11:39,4.13,Unknown,United Kingdom,4.13,2,2011,No
569483,23344,JUMBO BAG 50'S CHRISTMAS ,20,04/10/2011 12:45,2.08,14057,United Kingdom,41.6,10,2011,No
546913,22878,NUMBER TILE COTTAGE GARDEN No,1,17/03/2011 20:18,2.1,15861,United Kingdom,2.1,3,2011,No
541592,85168B,BLACK BAROQUE CARRIAGE CLOCK,1,19/01/2011 15:08,8.29,Unknown,United Kingdom,8.29,1,2011,No
557257,47566,PARTY BUNTING,24,19/06/2011 10:34,4.95,14051,United Kingdom,118.8,6,2011,No
543371,20659,ECONOMY LUGGAGE TAG,3,07/02/2011 14:53,1.25,14048,United Kingdom,3.75,2,2011,No
562031,90123A,PINK HEART OF GLASS BRACELET,3,01/08/2011 17:37,5.95,16984,United Kingdom,17.85,8,2011,No
574298,23535,WALL ART BICYCLE SAFETY,1,03/11/2011 15:56,12.46,Unknown,United Kingdom,12.46,11,2011,No
558558,20728,LUNCH BAG CARS BLUE,1,30/06/2011 13:17,1.65,17841,United Kingdom,1.65,6,2011,No
579187,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1,28/11/2011 15:31,2.5,Unknown,United Kingdom,2.5,11,2011,No
565410,23096,PETIT TRAY CHIC,12,04/09/2011 11:17,1.65,14691,United Kingdom,19.8,9,2011,No
570592,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,11/10/2011 11:37,8.29,Unknown,United Kingdom,8.29,10,2011,No
578347,23335,EGG FRYING PAN IVORY ,1,24/11/2011 09:26,4.13,Unknown,United Kingdom,4.13,11,2011,No
580691,90214N,"LETTER ""N"" BLING KEY RING",12,05/12/2011 15:48,0.29,13790,United Kingdom,3.48,12,2011,No
550651,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,19/04/2011 16:52,0.85,15436,United Kingdom,0.85,4,2011,No
554948,22432,WATERING CAN PINK BUNNY,6,27/05/2011 14:29,1.95,14447,United Kingdom,11.7,5,2011,No
580272,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,02/12/2011 12:52,3.75,15547,United Kingdom,3.75,12,2011,No
567158,21034,REX CASH+CARRY JUMBO SHOPPER,10,16/09/2011 17:39,0.95,16878,United Kingdom,9.5,9,2011,No
556056,23236,DOILEY STORAGE TIN,1,08/06/2011 13:35,2.89,17841,United Kingdom,2.89,6,2011,No
562465,84991,60 TEATIME FAIRY CAKE CASES,24,05/08/2011 11:46,0.55,13908,United Kingdom,13.2,8,2011,No
553933,22386,JUMBO BAG PINK POLKADOT,20,20/05/2011 10:30,2.08,15078,United Kingdom,41.6,5,2011,No
577531,22699,ROSES REGENCY TEACUP AND SAUCER ,7,20/11/2011 13:58,5.79,Unknown,United Kingdom,40.53,11,2011,No
559783,20676,RED RETROSPOT BOWL,8,12/07/2011 12:02,1.25,13069,United Kingdom,10,7,2011,No
572230,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,21/10/2011 14:29,0.39,15740,United Kingdom,28.08,10,2011,No
543111,82580,BATHROOM METAL SIGN,1,03/02/2011 12:44,0.55,15719,United Kingdom,0.55,2,2011,No
571306,23349,ROLL WRAP VINTAGE CHRISTMAS,72,17/10/2011 09:57,1.04,16701,United Kingdom,74.88,10,2011,No
557747,22429,ENAMEL MEASURING JUG CREAM,4,22/06/2011 12:25,4.25,13611,United Kingdom,17,6,2011,No
551314,22440,BALLOON WATER BOMB PACK OF 35,1200,27/04/2011 15:07,0.36,16333,United Kingdom,432,4,2011,No
574328,20723,STRAWBERRY CHARLOTTE BAG,10,04/11/2011 09:05,0.85,13081,United Kingdom,8.5,11,2011,No
580610,22961,JAM MAKING SET PRINTED,10,05/12/2011 11:48,3.29,Unknown,United Kingdom,32.9,12,2011,No
580983,22834,HAND WARMER BABUSHKA DESIGN,1,06/12/2011 16:26,4.13,Unknown,United Kingdom,4.13,12,2011,No
541423,85131B,BEADED CRYSTAL HEART GREEN ON STICK,9,17/01/2011 17:54,0.83,Unknown,United Kingdom,7.47,1,2011,No
579069,23472, NINE DRAWER OFFICE TIDY,2,28/11/2011 10:31,14.95,14911,Eire,29.9,11,2011,No
578344,20719,WOODLAND CHARLOTTE BAG,4,24/11/2011 09:21,1.63,Unknown,United Kingdom,6.52,11,2011,No
554028,23299,FOOD COVER WITH BEADS SET 2 ,12,20/05/2011 13:43,3.75,15410,United Kingdom,45,5,2011,No
544673,22744,MAKE YOUR OWN MONSOON CARD KIT,4,22/02/2011 15:46,2.95,13421,United Kingdom,11.8,2,2011,No
577519,21790,VINTAGE SNAP CARDS,1,20/11/2011 13:20,0.85,15044,United Kingdom,0.85,11,2011,No
566981,22699,ROSES REGENCY TEACUP AND SAUCER ,6,16/09/2011 10:02,2.95,15498,United Kingdom,17.7,9,2011,No
568185,23356,LOVE HOT WATER BOTTLE,1,25/09/2011 14:08,5.95,16594,United Kingdom,5.95,9,2011,No
578033,22726,ALARM CLOCK BAKELIKE GREEN,4,22/11/2011 13:42,3.75,12656,France,15,11,2011,No
577809,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,22/11/2011 08:34,4.95,12584,Italy,19.8,11,2011,No
578153,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,23/11/2011 11:22,0.65,12748,United Kingdom,7.8,11,2011,No
543546,22297,HEART IVORY TRELLIS SMALL,5,09/02/2011 16:52,2.46,Unknown,United Kingdom,12.3,2,2011,No
574629,22994,TRAVEL CARD WALLET RETROSPOT,2,06/11/2011 11:21,0.42,16326,United Kingdom,0.84,11,2011,No
579297,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,29/11/2011 11:23,4.13,Unknown,United Kingdom,4.13,11,2011,No
569148,23130,MISTLETOE HEART WREATH GREEN,4,30/09/2011 15:52,4.15,16613,United Kingdom,16.6,9,2011,No
538371,22083,PAPER CHAIN KIT RETROSPOT,10,12/12/2010 11:07,2.95,15570,United Kingdom,29.5,12,2010,No
553352,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,16/05/2011 13:41,1.45,13089,United Kingdom,17.4,5,2011,No
572306,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,23/10/2011 15:11,3.75,17841,United Kingdom,7.5,10,2011,No
575330,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,09/11/2011 13:50,1.65,15152,United Kingdom,19.8,11,2011,No
545423,22682,FRENCH BLUE METAL DOOR SIGN 7,10,02/03/2011 14:34,1.25,15643,United Kingdom,12.5,3,2011,No
574896,22090,PAPER BUNTING RETROSPOT,1,07/11/2011 14:51,2.95,17014,United Kingdom,2.95,11,2011,No
575176,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,08/11/2011 18:29,3.29,Unknown,United Kingdom,6.58,11,2011,No
546687,22766,PHOTO FRAME CORNICE,8,16/03/2011 09:58,2.95,16040,United Kingdom,23.6,3,2011,No
542255,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,4,26/01/2011 16:43,2.08,Unknown,United Kingdom,8.32,1,2011,No
579414,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,29/11/2011 12:52,0.85,14719,United Kingdom,10.2,11,2011,No
553239,85230E,STRAWBRY SCENTED VOTIVE CANDLE,48,16/05/2011 11:31,0.29,16226,United Kingdom,13.92,5,2011,No
536876,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,03/12/2010 11:36,10.17,Unknown,United Kingdom,10.17,12,2010,No
558774,22251,BIRDHOUSE DECORATION MAGIC GARDEN,4,04/07/2011 10:17,0.83,Unknown,United Kingdom,3.32,7,2011,No
574074,20712,JUMBO BAG WOODLAND ANIMALS,1,02/11/2011 15:33,4.13,Unknown,United Kingdom,4.13,11,2011,No
551428,22251,BIRDHOUSE DECORATION MAGIC GARDEN,24,28/04/2011 14:59,1.25,13499,United Kingdom,30,4,2011,No
538094,21128,GOLD FISHING GNOME,2,09/12/2010 14:50,6.95,13117,United Kingdom,13.9,12,2010,No
580986,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,06/12/2011 16:34,2.95,12650,France,17.7,12,2011,No
557262,22776,SWEETHEART CAKESTAND 3 TIER,1,19/06/2011 10:55,9.95,16923,United Kingdom,9.95,6,2011,No
580062,23569,TRADTIONAL ALPHABET STAMP SET,1,01/12/2011 13:28,4.95,15862,United Kingdom,4.95,12,2011,No
536592,84658,WHITE STITCHED CUSHION COVER,3,01/12/2010 17:06,6.95,Unknown,United Kingdom,20.85,12,2010,No
546896,20727,LUNCH BAG  BLACK SKULL.,1,17/03/2011 18:24,4.13,Unknown,United Kingdom,4.13,3,2011,No
561898,22082,RIBBON REEL STRIPES DESIGN ,10,31/07/2011 15:25,1.65,12456,Switzerland,16.5,7,2011,No
566566,90119,METALIC LEAVES BAG CHARMS,1,13/09/2011 12:32,2.46,14096,United Kingdom,2.46,9,2011,No
578944,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,27/11/2011 13:41,2.95,16005,United Kingdom,2.95,11,2011,No
580611,22595,GINGHAM HEART DECORATION,2,05/12/2011 11:49,0.85,12748,United Kingdom,1.7,12,2011,No
541695,85131A,BEADED PEARL HEART WHITE ON STICK,2,20/01/2011 18:01,0.83,Unknown,United Kingdom,1.66,1,2011,No
564825,23177,TREASURE ISLAND BOOK BOX,1,30/08/2011 12:26,4.58,Unknown,United Kingdom,4.58,8,2011,No
575607,22839,3 TIER CAKE TIN GREEN AND CREAM,1,10/11/2011 12:37,29.13,14096,United Kingdom,29.13,11,2011,No
567901,47599A,PINK PARTY BAGS,2,22/09/2011 16:28,4.13,Unknown,United Kingdom,8.26,9,2011,No
564995,22778,GLASS CLOCHE SMALL,1,31/08/2011 16:09,3.95,16780,United Kingdom,3.95,8,2011,No
576933,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,17/11/2011 11:29,1.65,15529,United Kingdom,3.3,11,2011,No
538071,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,09/12/2010 14:09,8.47,Unknown,United Kingdom,8.47,12,2010,No
574069,23206,LUNCH BAG APPLE DESIGN,10,02/11/2011 14:52,1.65,17735,United Kingdom,16.5,11,2011,No
554981,21990,MODERN FLORAL STATIONERY SET,3,29/05/2011 12:06,2.95,17613,United Kingdom,8.85,5,2011,No
552624,21745,GAOLERS KEYS DECORATIVE GARDEN ,3,10/05/2011 12:53,3.75,14505,United Kingdom,11.25,5,2011,No
561044,82482,WOODEN PICTURE FRAME WHITE FINISH,12,24/07/2011 12:26,2.55,13831,United Kingdom,30.6,7,2011,No
554054,22385,JUMBO BAG SPACEBOY DESIGN,2,20/05/2011 15:29,4.13,Unknown,United Kingdom,8.26,5,2011,No
542107,22766,PHOTO FRAME CORNICE,1,25/01/2011 13:38,2.95,16222,United Kingdom,2.95,1,2011,No
560454,22509,SEWING BOX RETROSPOT DESIGN ,1,19/07/2011 10:06,16.95,12947,United Kingdom,16.95,7,2011,No
574169,23344,JUMBO BAG 50'S CHRISTMAS ,30,03/11/2011 11:40,2.08,17491,United Kingdom,62.4,11,2011,No
542895,22115,METAL SIGN EMPIRE TEA,1,01/02/2011 13:47,2.95,14549,United Kingdom,2.95,2,2011,No
571281,21484,CHICK GREY HOT WATER BOTTLE,8,16/10/2011 13:23,3.75,14088,United Kingdom,30,10,2011,No
572885,21012,ANTIQUE ALL GLASS CANDLESTICK,2,26/10/2011 13:45,2.1,15311,United Kingdom,4.2,10,2011,No
571562,22384,LUNCH BAG PINK POLKADOT,20,18/10/2011 10:04,1.65,14156,Eire,33,10,2011,No
545653,84849D,HOT BATHS SOAP HOLDER,5,04/03/2011 13:39,1.69,15311,United Kingdom,8.45,3,2011,No
541422,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,17/01/2011 17:48,2.08,Unknown,United Kingdom,4.16,1,2011,No
550359,22134,MINI LADLE LOVE HEART RED ,1,18/04/2011 10:41,0.42,17841,United Kingdom,0.42,4,2011,No
562767,82494L,WOODEN FRAME ANTIQUE WHITE ,6,09/08/2011 10:47,2.95,13769,United Kingdom,17.7,8,2011,No
538374,20751,FUNKY WASHING UP GLOVES ASSORTED,1,12/12/2010 11:17,2.1,14159,United Kingdom,2.1,12,2010,No
575137,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,08/11/2011 15:13,0.29,13090,United Kingdom,6.96,11,2011,No
579885,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,6,30/11/2011 17:37,2.08,15444,United Kingdom,12.48,11,2011,No
536778,21259,VICTORIAN SEWING BOX SMALL ,2,02/12/2010 15:03,5.95,13138,United Kingdom,11.9,12,2010,No
542646,21469,POLKA DOT RAFFIA FOOD COVER,1,31/01/2011 11:42,3.75,17220,United Kingdom,3.75,1,2011,No
549743,22985,WRAP BILLBOARD FONTS DESIGN,25,12/04/2011 10:05,0.42,16186,United Kingdom,10.5,4,2011,No
564315,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,24/08/2011 13:07,0.83,14730,United Kingdom,1.66,8,2011,No
575867,23323,WHITE WICKER STAR ,4,11/11/2011 12:44,2.1,15034,United Kingdom,8.4,11,2011,No
562649,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,08/08/2011 13:11,1.25,14606,United Kingdom,1.25,8,2011,No
580729,21828,EIGHT PIECE SNAKE  SET,1,05/12/2011 17:24,2.46,Unknown,United Kingdom,2.46,12,2011,No
572338,22192,BLUE DINER WALL CLOCK,6,24/10/2011 10:30,8.5,15380,United Kingdom,51,10,2011,No
570273,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,30,10/10/2011 10:51,0.79,13373,United Kingdom,23.7,10,2011,No
573829,23545,WRAP RED VINTAGE DOILY,25,01/11/2011 11:35,0.42,16830,United Kingdom,10.5,11,2011,No
572946,48188,DOORMAT WELCOME PUPPIES,2,27/10/2011 10:36,8.25,13988,United Kingdom,16.5,10,2011,No
571456,22616,PACK OF 12 LONDON TISSUES ,12,17/10/2011 13:57,0.39,16729,United Kingdom,4.68,10,2011,No
557954,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,23/06/2011 18:44,4.15,15023,United Kingdom,8.3,6,2011,No
577721,20867,PINK ROSE FABRIC MIRROR,8,21/11/2011 12:24,1.25,13167,United Kingdom,10,11,2011,No
541671,22960,JAM MAKING SET WITH JARS,12,20/01/2011 13:01,3.75,14735,United Kingdom,45,1,2011,No
550474,20733,GOLD MINI TAPE MEASURE ,2,18/04/2011 13:58,0.83,Unknown,United Kingdom,1.66,4,2011,No
579393,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,29/11/2011 12:07,1.45,12627,Germany,17.4,11,2011,No
573066,85176,SEWING SUSAN 21 NEEDLE SET,13,27/10/2011 13:53,0.85,16026,United Kingdom,11.05,10,2011,No
536540,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,01/12/2010 14:05,2.25,14911,Eire,13.5,12,2010,No
541123,22138,BAKING SET 9 PIECE RETROSPOT ,3,14/01/2011 09:52,4.95,13385,United Kingdom,14.85,1,2011,No
579693,22423,REGENCY CAKESTAND 3 TIER,2,30/11/2011 14:09,12.75,15712,United Kingdom,25.5,11,2011,No
557951,23344,JUMBO BAG 50'S CHRISTMAS ,10,23/06/2011 17:53,2.08,14825,United Kingdom,20.8,6,2011,No
552282,48138,DOORMAT UNION FLAG,1,08/05/2011 12:44,7.95,14040,United Kingdom,7.95,5,2011,No
556780,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,4,14/06/2011 12:46,2.95,14524,United Kingdom,11.8,6,2011,No
579387,23335,EGG FRYING PAN IVORY ,1,29/11/2011 12:06,2.08,14452,United Kingdom,2.08,11,2011,No
569424,23369,SET 36 COLOUR PENCILS LOVE LONDON,4,04/10/2011 10:49,1.25,15529,United Kingdom,5,10,2011,No
